Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,id,Track,Album,Uri,Url_spotify,Url_youtube,Comments,Description,Title,Channel,Composer,Artist
1.0,0.170031464,4.0,-7.064,0.0324,0.135005697,,0.0001514194369999,0.235,121.619,411387.0,3020790.0,,90293853.0,0,,2,6670,5397,3854,5512,730,5404,2957.0,5181,5329,2613,1,18
1.0,0.000667627624,0.0,-17.796,0.0394,0.7145169840000001,0.154,0.001331,,94.163,,3020790.0,41865.0,94687300.0,0,1,2,6671,5398,3855,,730,5404,,5181,5329,2613,9,33
7.0,0.065450827,4.0,-11.599,0.037,,,0.0012250429999999,0.453,115.658,,3020790.0,41865.0,78260763.0,0,1,2,6672,5399,3856,5513,730,5404,2957.0,5181,5329,2613,7,
0.0,0.1038229999999999,,-10.541,0.0319,0.054010152,0.00332,0.0008655231769999,,154.649,237080.0,3020790.0,41865.0,50859782.0,,1,2,6673,468,,467,730,5404,2957.0,5181,5329,2613,,
8.0,,0.0,-16.208,0.0737,0.1881325169999999,0.158,0.000370146232,0.288,116.049,380613.0,3020790.0,41865.0,43878202.0,2,,2,6674,5400,3857,5514,730,5404,2957.0,5181,5329,2613,7,41
1.0,0.0012597119999999,0.0,-17.461,0.0378,0.6316287119999999,0.00793,,0.226,120.069,342000.0,3020790.0,41865.0,18831918.0,,,2,6675,5401,,5515,,,,5181,5329,2613,2,16
0.0,0.029503629,,,0.0257,0.5554122479999999,2.26e-06,0.000712121957,0.339,,,3020790.0,41865.0,16384443.0,0,1,2,6676,5402,348,5516,730,5404,2957.0,5181,5329,,6,16
0.0,0.0261980729999999,0.0,-11.831,,0.7965979830000001,0.0059,0.001295029,,82.294,292536.0,3020790.0,,11079532.0,0,1,,6677,5403,3858,5517,730,5404,2957.0,5181,5329,2613,1,31
0.0,0.069934528,7.0,-10.364,0.0303,0.019902511,0.0,0.000881974079,,142.287,314147.0,3020790.0,41865.0,11866428.0,0,1,,6678,5404,3859,5518,730,5404,2957.0,5181,5329,2613,1,27
3.0,0.1085313329999999,0.0,-9.499,0.0343,,,0.005929741,0.766,118.916,193880.0,3020790.0,41865.0,11514339.0,0,1,2,6679,5405,3854,5519,730,5404,2957.0,,,,6,66
5.0,,,-5.341,0.0361,0.0011910159999999,1.33e-06,0.033698267,0.754,116.049,267827.0,186492421.0,826551.0,109873421.0,0,0,,6680,,3860,5520,731,,23374.0,5182,5330,,,84
1.0,0.4855876560000001,9.0,-4.166,0.0343,4.473887499999999e-05,0.0,0.0001051540479999,0.783,107.836,236472.0,32501955.0,197342.0,130986313.0,,1,2,6681,,3861,5521,731,5405,7148.0,5183,5331,2614,2,37
1.0,,3.0,-4.004,0.291,2.3149125000000003e-05,0.000104,0.0028032209999999,0.694,201.66,217850.0,6069979.0,31213.0,65571500.0,0,1,2,6682,5406,3861,5522,731,5406,864.0,5184,5332,,1,23
0.0,0.8655231769999998,3.0,-3.444,0.179,5.706662500000003e-08,0.0,0.0006837978409999,0.353,207.375,238422.0,1761.0,30.0,,0,,0,6683,5407,3861,5523,731,,1.0,5185,5333,2615,9,
2.0,0.415160936,9.0,-6.082,,5.84277056e-10,0.000693,0.0012250429999999,0.687,138.07,,16922746.0,78913.0,26135681.0,0,1,2,6684,5408,,,731,,3874.0,5186,5334,,1,
2.0,,5.0,-3.983,0.0375,0.008,0.000567,0.008,0.384,90.018,266547.0,49820858.0,,23589544.0,0,,2,6685,5409,3860,5524,731,5407,,5187,5335,2616,4,49
0.0,0.5353873280000001,,,0.0301,5.0884479999999995e-09,5.27e-06,0.0060285679999999,0.697,157.355,351643.0,17390580.0,,23746810.0,0,1,2,6686,5410,,,731,5408,2191.0,5188,5336,2614,6,16
0.0,0.157464,6.0,-6.274,,,0.0,,0.37,187.235,243213.0,7108481.0,32448.0,17313787.0,0,1,2,6687,5411,3862,,731,5409,1138.0,5189,5337,2616,8,35
3.0,0.0001112846409999,6.0,-30.53,0.0364,0.8200258560000001,0.828,0.001295029,0.475,118.758,72875.0,20676.0,758.0,4877060.0,2,,0,6688,5412,3863,5525,732,5410,,,5338,2617,2,60
4.0,0.0147061249999999,1.0,-15.628,,0.0147061249999999,0.596,0.001601613,0.179,,119333.0,,2470.0,8523109.0,2,1,2,6689,5413,3863,5526,732,5411,80.0,5190,,,5,59
5.0,,2.0,,0.0299,1.2955421600000004e-10,0.43,0.002406104,0.383,116.98,86227.0,35479.0,1235.0,7808072.0,2,0,0,6690,,3864,5527,732,5412,43.0,5191,5339,2617,5,85
4.0,0.000724150792,9.0,-25.111,0.0413,0.721734273,0.781,0.001601613,,83.264,,27093.0,1166.0,,2,0,0,6691,5414,3863,5528,732,5413,38.0,5192,5340,2617,1,56
3.0,0.151419437,2.0,,0.0647,2.3887872000000004e-08,0.806,0.002571353,,,94014.0,25918.0,589.0,4686334.0,2,0,,6692,5415,3865,5529,732,,,5193,,2216,3,15
3.0,0.0679173119999999,10.0,,0.0345,0.010503459,,0.002460375,0.429,,95787.0,112802.0,2356.0,4332451.0,,1,2,6693,5416,3866,5530,732,5414,97.0,5194,5341,2618,3,
5.0,0.038272753,2.0,-18.103,0.0695,0.131096512,0.806,0.000783777448,0.187,92.047,120333.0,,760.0,,2,0,0,6694,5417,3863,5531,,5415,30.0,5195,5342,,1,23
5.0,0.101847563,1.0,-13.017,0.0405,0.0254121839999999,,0.001601613,0.153,114.598,118067.0,863587.0,23400.0,5620855.0,2,0,0,6695,5418,3867,5532,732,5416,848.0,5196,5343,2161,,58
7.0,0.002628072,10.0,-18.071,,0.7145169840000001,,0.000979146657,,124.021,150362.0,58346.0,,1955037.0,2,0,0,6696,5419,3868,5533,,5417,44.0,5197,5344,2163,2,
8.0,0.093576664,8.0,-4.802,0.0294,0.0436142079999999,0.0,0.000281011375,0.739,99.99,192213.0,135989569.0,1093710.0,309624980.0,0,1,2,6697,5420,,5534,733,5418,20395.0,5198,5345,733,2,69
3.0,0.281011375,8.0,-8.138,0.0488,0.000185193,,0.051478848,0.675,105.272,220640.0,44091348.0,319340.0,96902092.0,0,1,2,6698,5421,3869,5535,,5419,8762.0,5199,5346,733,3,19
6.0,0.669921875,6.0,-4.837,0.124,7.840275199999999e-05,0.0,0.0029859839999999,0.534,111.345,,39678886.0,188713.0,,2,1,2,6699,5422,,5536,733,5420,12197.0,5200,,,2,
9.0,0.523606616,1.0,-5.73,,8.345345300000001e-05,0.000807,0.0028632879999999,0.392,108.974,248933.0,207444780.0,1148761.0,36562887.0,,,2,6700,5423,3870,,,,77129.0,5201,5347,2619,5,38
9.0,0.0746184609999999,6.0,-5.584,0.157,0.000410172407,0.0,0.000117649,0.728,140.006,247000.0,5115.0,69.0,5232479.0,,0,0,6701,5424,3869,,733,5421,7.0,5202,,,8,32
3.0,0.3779330669999999,1.0,,0.105,5.062615729999999e-10,0.000682,0.000887503681,0.835,,,114663.0,605.0,1113894.0,,0,0,6702,5425,3869,5537,,5422,,,,,7,46
7.0,,8.0,-4.8,0.0385,0.0005453385129999,,0.008242408,0.708,99.919,194833.0,135989569.0,1093710.0,,2,1,,6703,,,5538,733,5418,20395.0,5198,5345,733,1,54
7.0,0.247673152,5.0,-5.104,0.0861,0.004492125,0.0,0.0036522639999999,0.374,141.052,172699.0,9634537.0,165045.0,14689646.0,2,1,2,6704,,3871,,733,5423,2603.0,,5348,2620,1,32
2.0,0.7585505280000001,1.0,-4.556,0.0564,1.6581375e-14,0.000173,0.0011910159999999,,116.761,301920.0,1609991619.0,11890310.0,1520672936.0,0,1,2,6705,,,5539,,,486951.0,5203,5349,2621,2,53
2.0,0.559476224,4.0,-5.846,0.0388,4.096000000000001e-12,0.00161,0.000768575296,,,218920.0,,3284889.0,,0,1,2,6706,5426,3872,5540,734,5424,,5204,5350,2621,1,58
0.0,0.263374721,1.0,-10.283,0.0552,0.007880599,0.0329,0.000620650477,0.382,203.006,281160.0,233658023.0,1621101.0,520267818.0,0,1,2,6707,5427,3873,5541,734,5425,81285.0,,5351,2621,1,16
1.0,0.426957777,1.0,-8.937,,0.0767656249999999,0.000142,0.016974593,0.42,115.102,,,2503240.0,,0,,2,6708,,3874,5542,,5426,92077.0,5205,5352,2621,5,23
1.0,,,-13.044,0.0317,0.413493625,,0.001295029,0.0668,105.218,,41707033.0,766088.0,310202569.0,0,1,2,6709,5428,3872,5543,734,5427,22952.0,5206,5353,2621,3,74
6.0,0.061629875,6.0,-13.58,0.0281,0.0784027519999999,0.653,0.0051777169999999,0.876,,151893.0,5525.0,140.0,148020199.0,0,0,0,6710,5429,3875,5544,734,5428,5.0,,5354,2622,8,2
1.0,0.8095575680000001,10.0,-4.538,0.0339,6.539203000000001e-15,1.6e-06,0.0297909999999999,0.591,131.761,166640.0,117930221.0,513043.0,220171239.0,3,1,2,6711,5430,3876,5545,,5429,20140.0,5207,5355,,1,13
6.0,0.282300416,7.0,-6.41,0.0381,5.268024e-09,0.0,0.000251239591,0.485,123.207,257053.0,,1714761.0,,0,1,2,6712,5431,3872,5546,,5430,57550.0,,5356,2621,4,33
1.0,,1.0,-12.197,0.034,0.0004986772569999,0.000266,0.0006837978409999,0.359,113.176,233173.0,,402656.0,153254208.0,,1,,6713,5432,3875,5547,734,5431,16543.0,5208,5357,2621,1,32
1.0,0.415160936,,-10.628,0.0467,2.803221e-06,0.0,0.000288804781,0.229,111.886,170000.0,429125.0,5315.0,,0,0,,6714,5433,,,734,,167.0,5209,5358,2623,3,46
8.0,0.034965783,10.0,-7.241,0.0557,,0.0,0.000553387661,0.595,,189486.0,901829354.0,9050321.0,1651772677.0,0,,,6715,5434,3877,5548,735,5432,265339.0,5210,5359,2624,7,15
7.0,0.432081216,4.0,-4.828,,2.5154559999999995e-06,0.0,0.050653,0.523,110.028,231387.0,814693726.0,5409564.0,1302191678.0,0,1,2,6716,,3878,5549,735,5433,,5211,,,7,85
7.0,0.3624670969999999,1.0,-5.522,0.0303,8.615125000000002e-06,0.0,0.0002053789999999,0.879,120.032,189960.0,486018762.0,2240073.0,1151909237.0,0,1,2,6717,5435,3879,5550,735,5434,,5212,5360,2624,5,37
7.0,0.4893038720000001,1.0,-7.055,0.0334,0.0002064250709999,0.0,0.000642735647,0.884,,235493.0,3817733132.0,15340646.0,1502780803.0,,1,2,6718,5436,3879,5551,735,,415496.0,5213,5361,2624,3,12
6.0,0.308915776,10.0,,,5.358263299999999e-05,0.0,0.0036522639999999,0.721,99.048,227395.0,146805833.0,1486916.0,562537258.0,0,1,2,6719,,,5552,735,,35659.0,5214,5362,2624,1,21
0.0,0.4085184879999999,4.0,-6.46,0.0898,6.331624999999999e-12,0.0,0.2085278569999999,0.328,189.868,231013.0,850256052.0,5943212.0,1034482506.0,,1,2,6720,4392,3879,5553,735,5435,181460.0,5215,5363,2624,1,
7.0,0.435519512,10.0,-4.477,0.0471,1.3676310000000005e-06,0.0,0.0292181119999999,0.62,128.047,201160.0,26.0,0.0,1004576500.0,0,0,0,6721,,3880,,735,5436,0.0,5216,5364,2625,7,20
6.0,,5.0,-4.612,0.0378,0.0001447031249999,0.0,0.000804357,0.809,95.051,206200.0,272204297.0,,758864691.0,0,1,2,6722,5437,3881,5554,735,5437,41086.0,5217,5365,2624,,17
5.0,0.291434247,0.0,-5.569,0.0281,0.011852352,0.0,0.000982107784,0.465,102.0,259453.0,4622809.0,54523.0,1119814516.0,0,1,,6723,5438,3881,5555,735,5438,,,5366,2626,1,70
7.0,0.5513679999999999,5.0,-3.453,,8.752838400000002e-05,0.0,0.0006054957359999,0.613,92.998,219467.0,,4363461.0,633577750.0,0,1,2,6724,5439,,,735,5439,131044.0,5218,,2624,7,77
7.0,0.252435968,2.0,-6.83,,0.124251499,,0.000377933067,0.742,122.936,235133.0,,5306946.0,553022006.0,0,1,2,6725,5440,3882,5556,736,5440,132507.0,5219,5367,2627,8,4
9.0,0.3874204889999999,6.0,-3.634,0.0374,0.064481201,1.2e-06,0.008741816,0.903,123.046,250640.0,1121560149.0,3402544.0,393872876.0,0,1,,6726,5441,3882,5557,736,5441,69132.0,5220,,2627,7,7
7.0,0.294079625,,,0.124,0.018609625,0.0,0.000136590875,0.697,95.239,219357.0,,2613144.0,634532172.0,2,1,2,6727,5442,3883,5558,736,5442,53275.0,5221,5368,2628,5,84
7.0,0.356400829,8.0,-6.889,0.045,0.036926037,0.0,0.0241375689999999,0.556,125.997,234829.0,,1234103.0,344355889.0,,1,2,6728,5443,3884,5559,736,5443,24968.0,5222,5369,2627,,56
7.0,,4.0,-8.085,,0.008869743,0.0,0.012167,0.682,128.01,198332.0,624500818.0,2501143.0,323487441.0,0,1,2,6729,5444,3884,,,5444,,5223,5370,2627,,21
6.0,0.143877824,3.0,-5.552,0.146,0.0730346319999999,4.63e-06,,,125.783,164093.0,13906638.0,177322.0,29686809.0,0,1,2,6730,5445,3885,,,5445,,5224,,2627,,34
9.0,0.320013504,1.0,-4.915,0.0456,0.047437928,0.0,0.000400315553,0.88,115.052,264267.0,278392232.0,762476.0,198753120.0,0,1,2,6731,5446,3882,5560,736,,12214.0,5225,5371,,8,37
9.0,0.357911,8.0,-3.823,0.0409,,0.0,0.0226651869999999,0.661,,234787.0,28174439.0,405260.0,65328111.0,0,1,2,6732,5447,3885,5561,,,,5226,5372,2627,6,
5.0,0.137388096,0.0,-4.418,0.0296,0.059776471,0.0,0.017373979,0.759,94.931,191880.0,21638758.0,170449.0,,0,1,2,6733,5448,3885,,,5446,3562.0,5227,5373,2627,1,
0.0,0.011089567,4.0,-11.274,0.0338,0.681472,5.92e-06,0.040353607,0.355,92.896,207200.0,14917035.0,,804313933.0,,1,,6734,5449,3886,5562,737,5447,1809.0,5228,5374,2629,,16
5.0,0.100544625,7.0,-8.308,0.0428,0.6472146249999999,0.0,0.000686128968,0.699,151.251,119787.0,41329267.0,,474743070.0,0,,2,6735,5450,3887,5563,737,5448,2922.0,5229,5375,,,0
2.0,0.164566592,1.0,,0.037,0.151419437,1.48e-06,0.0018608669999999,0.477,115.144,237333.0,214770112.0,2476009.0,356178499.0,0,1,2,6736,1093,3888,5564,737,5449,45630.0,,,2629,1,39
6.0,0.260917119,2.0,-5.529,0.0313,0.426957777,0.0,0.000676836152,0.737,,,,40336.0,171153752.0,0,1,2,6737,5127,,5565,737,5450,,5230,5376,2629,2,19
4.0,0.058863869,10.0,-7.109,0.0517,0.4837366250000001,0.0,3.0664297e-05,0.396,122.331,171093.0,20583911.0,87406.0,251646518.0,,,2,6738,5451,3887,5566,737,5451,2414.0,5231,5377,2629,4,44
4.0,0.050653,7.0,-9.207,,0.601211584,1.87e-05,0.001404928,0.349,127.631,225907.0,147361187.0,751772.0,282927803.0,0,1,,6739,2082,3888,5567,737,5452,23538.0,5232,,2629,5,52
6.0,,6.0,,0.0254,0.059319,1.03e-06,,0.493,123.125,,119290616.0,,,0,1,2,6740,3323,,5568,737,5453,14094.0,5233,5378,2629,,49
4.0,0.3938328369999999,8.0,-4.808,0.0335,,0.0,0.001295029,0.796,122.58,244587.0,160018074.0,716100.0,281761935.0,0,,2,6741,5452,,,737,5454,43729.0,5234,5379,2629,8,23
3.0,0.149721291,7.0,-5.114,0.0478,,0.0,,0.576,129.908,,14384774.0,,34429693.0,0,1,2,6742,5453,3889,,737,5455,1121.0,5235,5380,2629,6,
0.0,0.001030301,7.0,-14.657,,0.8147805040000001,,0.004019679,,83.13,264827.0,21431823.0,37733.0,168562775.0,0,1,2,6743,,3887,5569,737,5456,1022.0,5236,5381,2629,1,
8.0,0.3874204889999999,6.0,-3.549,0.0691,0.000119095488,0.000272,0.001,0.58,167.968,,39342858.0,385150.0,80157400.0,0,,,6744,5454,3890,5570,738,5457,,5237,5382,2630,8,58
7.0,,9.0,-4.43,0.402,0.089314623,0.0,,0.495,79.968,,121536986.0,,284186392.0,0,1,2,6745,5455,3120,5571,738,5458,11528.0,5238,5383,,1,
8.0,,10.0,-3.441,0.0694,0.002406104,0.0,0.0031765229999999,0.477,92.03,,8407136.0,149999.0,29744228.0,0,,2,6746,5456,3891,5572,738,5459,,5239,5384,377,8,48
7.0,,,-2.649,0.0422,0.0001257515009999,3.06e-05,,0.692,,200507.0,5741369.0,70375.0,4019994.0,0,1,2,6747,5457,3890,,738,5460,2469.0,,5385,2630,,
5.0,,,-4.215,,0.019465109,4.16e-06,0.001331,0.762,,217093.0,,3386777.0,434414483.0,0,1,2,6748,5458,3892,5573,738,5461,122023.0,5240,5386,2631,5,
5.0,,8.0,-4.509,0.0471,0.0031765229999999,0.0,0.0028032209999999,,169.943,240093.0,610195947.0,1883692.0,250120022.0,,,,6749,5459,3893,5574,738,5462,39954.0,5241,5387,2632,2,7
8.0,0.529475129,5.0,-6.152,0.0839,3.1855012999999995e-05,0.0,0.0098003439999999,0.471,90.006,206920.0,371764428.0,2450482.0,428746279.0,0,1,2,6750,5460,3894,5575,,5463,115462.0,5242,,2633,7,18
8.0,0.3285089999999999,1.0,-4.151,,0.0001981552869999,,0.001092727,0.64,125.086,223147.0,236116064.0,,266695813.0,0,1,2,6751,5461,3895,5576,,5464,,5243,,2632,3,4
8.0,0.277167808,,-5.216,0.0928,0.001815848,3.49e-05,0.002248091,0.429,107.932,172481.0,4445247.0,66772.0,,0,,2,6752,3849,,5577,738,5465,7880.0,5244,5388,2630,,38
8.0,0.317214568,1.0,-4.099,0.126,0.0006931541249999,,0.0008930563469999,0.587,125.026,395667.0,,13098.0,42133354.0,2,0,0,6753,5462,3896,5578,,,62.0,5245,,2634,4,25
7.0,0.4185089919999999,9.0,-4.424,0.0331,0.170031464,0.0,0.7812299610000001,0.607,105.989,,60421202.0,268255.0,64919190.0,0,0,0,6754,5463,3897,5579,739,5466,5296.0,5246,5389,,5,12
8.0,,7.0,-4.386,0.0412,0.098611128,0.0,0.5800937039999998,0.605,122.074,161803.0,29463934.0,111643.0,,0,0,0,6755,5464,,5580,739,5467,2489.0,5247,,2635,6,59
5.0,0.8764674929999998,7.0,,,0.007645373,0.000481,0.057512456,,160.005,204938.0,148464753.0,637843.0,96017573.0,2,0,0,6756,5465,3898,5581,739,,11524.0,5248,,2635,2,29
7.0,0.3533932429999999,7.0,-4.289,0.0328,,0.0,0.098611128,0.657,,164029.0,29010276.0,,26230351.0,2,1,2,6757,5466,3899,,739,5468,775.0,5249,,2636,6,14
2.0,0.3624670969999999,0.0,-4.313,0.0368,0.2012300559999999,0.0,0.288804781,0.285,110.414,187381.0,260769230.0,1321681.0,,2,0,0,6758,5467,3900,5582,,5469,23749.0,5250,5390,,1,69
9.0,0.3748053609999999,1.0,-4.274,0.0558,0.003581577,0.0,0.163667323,0.651,129.092,168689.0,266252667.0,1131121.0,183012606.0,0,,0,6759,5468,3901,5583,739,5470,15967.0,5251,5391,,8,41
6.0,0.7193231360000001,7.0,-3.808,0.0716,,0.0,,0.782,163.94,157547.0,18093137.0,67550.0,15878112.0,0,0,0,6760,5469,3897,5584,739,5471,1791.0,5252,,2635,4,80
8.0,0.303464448,5.0,-4.847,0.0375,0.314432,,0.6228358639999999,0.699,,175467.0,78113244.0,375669.0,,2,0,0,6761,5470,3902,5585,,5472,10394.0,5253,5392,2635,,70
2.0,0.8174003750000001,8.0,-3.627,0.0709,0.0012597119999999,0.0,0.7461426430000001,0.769,158.927,194850.0,8907799.0,71198.0,,2,0,,6762,5471,3903,,739,5473,2187.0,5254,5393,2635,2,8
8.0,0.525557943,4.0,-2.681,0.1,0.055306341,0.0,0.932574833,0.766,115.01,164949.0,125158500.0,730405.0,150343636.0,,0,,6763,5472,3901,5586,739,5474,12450.0,,5394,2635,3,85
8.0,0.2095845839999999,7.0,-8.698,0.139,0.0226651869999999,0.000381,0.001295029,0.637,99.238,160897.0,31320771.0,161112.0,174277731.0,2,1,2,6764,5473,3904,,,5475,1218.0,5255,5395,2637,6,
8.0,0.310288733,10.0,-9.969,0.0713,0.088716536,0.0313,,0.611,101.467,170496.0,109912721.0,536837.0,,2,1,2,6765,5474,3905,5587,740,5476,3147.0,5256,,2637,7,46
9.0,0.159220088,10.0,-8.152,0.122,0.047045881,3.73e-06,0.002299968,0.789,101.896,196437.0,,254629.0,62200754.0,2,0,0,6766,5475,3906,5588,740,5477,1880.0,5257,5396,2638,8,77
4.0,0.136590875,7.0,-9.843,,0.156590819,0.0839,0.000376367048,0.853,152.787,,34364374.0,,69153113.0,2,1,2,6767,5476,,5589,740,5478,1003.0,5258,5397,2637,3,77
9.0,0.447697125,8.0,-3.604,0.11,0.0806215679999999,0.0,0.057512456,0.724,104.998,235328.0,8216539.0,50640.0,164366929.0,0,1,2,6768,5477,3907,5590,740,,271.0,5259,5398,2637,1,0
7.0,0.451217663,5.0,-4.181,0.201,,0.0,0.002048383,0.725,87.502,134624.0,2698677.0,42719.0,,0,1,2,6769,5478,,5591,740,5479,244.0,,,,2,
7.0,0.252435968,7.0,-5.105,0.154,,1.34e-06,0.000416832723,0.838,,182635.0,,32506.0,5093549.0,,0,2,6770,5479,3908,5592,740,5480,599.0,,5399,2637,7,
7.0,0.132651,7.0,-9.766,0.0978,0.135796744,0.0,0.003796416,0.81,100.19,167893.0,510544.0,8558.0,7683887.0,,1,2,6771,5480,3909,5593,740,5481,78.0,5260,5400,2637,5,36
6.0,0.144703125,10.0,-6.566,0.0623,0.094196375,0.0,0.0016851589999999,,76.398,155819.0,386356.0,,5992402.0,0,0,,6772,5481,,5594,740,5482,14.0,5261,5401,2639,1,4
9.0,0.4101724069999999,10.0,-4.643,0.0386,0.0432435509999999,0.0,0.001331,0.837,105.0,245376.0,19101884.0,98012.0,69408990.0,0,1,2,6773,5482,3910,5595,740,5483,697.0,5262,5402,,8,13
1.0,,10.0,-5.541,0.0367,2.14921799e-13,0.000308,0.000521660125,0.364,158.066,250547.0,,1275241.0,750136852.0,,1,2,6774,5483,,5596,741,5484,42571.0,5263,,2640,2,12
1.0,0.8819740789999999,9.0,-4.04,0.0431,,0.0,,0.365,172.984,269373.0,526702459.0,2489533.0,589718293.0,0,1,2,6775,5484,3911,,741,5485,87678.0,5264,5403,2640,1,
1.0,0.7761515590000001,4.0,-4.025,0.0408,6.128487000000001e-15,2.07e-05,0.017984728,0.537,135.997,235293.0,162864195.0,709833.0,429307999.0,,1,2,6776,,3912,5597,741,5486,31559.0,5265,5404,2640,,0
0.0,0.8305839999999999,1.0,-5.119,0.0696,4.54756609e-10,9.42e-05,0.006644672,0.369,130.198,255627.0,234583947.0,1142774.0,499422347.0,0,1,,6777,5485,3913,,741,,32242.0,5266,5405,2640,7,58
0.0,,9.0,-4.212,0.0567,2.38328e-13,0.000177,0.000190109375,,77.106,260027.0,,428551.0,287972116.0,,1,2,6778,,3914,5598,741,5487,19077.0,,,,,69
3.0,0.2203488639999999,5.0,-5.703,0.0495,,0.000579,0.1085313329999999,0.637,167.719,263440.0,100980453.0,455056.0,293045629.0,0,1,2,6779,5486,3915,5599,741,5488,12136.0,,5406,,7,58
0.0,0.748613312,4.0,-3.793,0.0879,2.744e-15,1.4e-05,0.0139975209999999,0.266,144.581,265560.0,68378626.0,296365.0,173873903.0,0,1,2,6780,5487,3915,5600,741,5489,11011.0,5267,5407,2640,1,11
1.0,0.8655231769999998,,-4.276,0.0752,6.128487000000001e-15,2.56e-05,0.0033079489999999,0.555,174.217,,,163230.0,175431641.0,,1,2,6781,5488,3914,5601,,5490,6774.0,,5408,2640,2,5
0.0,0.6472146249999999,,-5.131,0.0516,4.743792799999999e-14,0.000532,0.0241375689999999,0.194,137.107,255960.0,116365141.0,813270.0,192681635.0,0,1,2,6782,671,3916,5602,,,,5268,5409,2641,1,
5.0,0.0407075839999999,,-11.342,0.0349,0.7510894290000001,0.0112,,0.547,144.171,250907.0,11869752.0,289173.0,,3,,2,6783,5489,510,5603,741,5491,12092.0,,5410,2641,2,14
1.0,0.6294227929999999,4.0,-3.063,,,0.0,0.0062295039999999,0.856,111.647,161920.0,164340753.0,1180619.0,684511925.0,0,1,2,6784,5490,3917,5604,742,5492,76497.0,,5411,2642,3,27
0.0,0.7412176250000001,2.0,-4.103,0.0752,2.4137569e-11,0.00011,0.010941048,0.236,96.95,311107.0,282364186.0,2292556.0,606713058.0,0,,2,6785,,3917,5605,742,5493,,5269,5412,,,50
0.0,0.8305839999999999,9.0,-3.427,0.123,2.18167208e-07,,0.019465109,0.255,179.722,186480.0,,976903.0,342215301.0,,1,2,6786,5491,3918,5606,742,5494,65084.0,,5413,2642,3,75
0.0,0.8847359999999999,4.0,-3.487,,2.8632880000000007e-06,0.0,,0.0857,125.921,204733.0,177784104.0,1458581.0,305131207.0,0,1,2,6787,,3918,,742,5495,,5270,5414,2642,1,16
0.0,0.5043583360000001,0.0,-4.22,0.0494,5.863762530000002e-07,2.61e-05,0.008242408,0.33,169.835,238680.0,128663915.0,907251.0,202807354.0,0,1,2,6788,,3917,5607,742,5496,42297.0,5271,5415,2642,1,6
1.0,0.136590875,,,,,0.0,0.021484952,,,142973.0,502442.0,3531.0,138237271.0,,0,0,6789,5492,3917,5608,742,,323.0,,5416,2643,6,14
1.0,0.6884653869999999,2.0,-3.679,0.106,3.3076161e-11,0.000152,,,122.252,299227.0,137688287.0,761514.0,248895410.0,0,1,2,6790,5493,3917,,742,5497,70913.0,,5417,2642,,12
1.0,0.958585256,8.0,-2.522,0.0583,1.8399744000000003e-11,0.00148,0.0510648109999999,0.649,165.981,205960.0,87309637.0,820951.0,204493320.0,0,1,2,6791,5494,,5609,742,,107793.0,5272,5418,,1,80
0.0,0.6955064559999999,10.0,,0.0816,2.3393656e-05,0.0,0.265847707,0.192,145.781,194253.0,115137893.0,,125095204.0,0,1,2,6792,5495,3918,5610,742,5498,61264.0,5273,5419,2642,1,75
1.0,0.921167317,7.0,-1.945,0.0542,,,0.034328125,0.362,99.331,195520.0,20297172.0,201954.0,,0,0,,6793,5496,3917,5611,742,5499,16081.0,5274,5420,2644,3,37
8.0,0.421875,1.0,-4.891,0.106,0.010360232,0.0,0.162771336,0.48,123.043,224625.0,160449509.0,1424227.0,138948009.0,2,1,,6794,5497,3919,5612,743,5500,29274.0,5275,5421,2645,4,59
8.0,0.245314376,4.0,-6.276,0.305,0.0002032974719999,,,0.821,,192048.0,,330050.0,5506306.0,2,1,2,6795,5498,3920,5613,743,,,,5422,2645,7,80
5.0,0.5158496080000001,0.0,,0.246,,0.0,0.004574296,0.679,177.842,225240.0,,1236899.0,,0,1,,6796,,3921,5614,743,5501,23578.0,,5423,,6,84
7.0,0.291434247,10.0,-6.279,0.309,0.039651821,0.0,0.273359449,0.845,,219573.0,13942545.0,,217991254.0,0,,2,6797,5499,3922,5615,,,603.0,5276,,2646,3,38
9.0,0.248858189,0.0,-5.973,0.0857,0.012812904,7.41e-05,0.000238328,0.681,120.03,199000.0,30143401.0,470397.0,23340002.0,2,1,2,6798,5500,3923,5616,743,5502,12600.0,5277,5424,2645,7,
7.0,0.640503928,6.0,-3.706,0.0996,,0.0,0.5842770559999999,0.95,102.84,223560.0,119429844.0,1013503.0,148020078.0,0,1,2,6799,5501,3921,5617,743,5503,34288.0,5278,5425,2645,10,26
8.0,0.4800486870000001,1.0,-5.347,0.215,0.3533932429999999,0.0,0.010503459,0.927,129.208,213480.0,327229578.0,1345697.0,156623438.0,0,,2,6800,5502,3922,5618,743,5504,32075.0,5279,5426,2645,2,16
9.0,0.3489136639999999,0.0,-6.702,0.114,2.0123648e-05,0.0044,0.001601613,0.587,92.009,223093.0,154921559.0,1086037.0,185325707.0,0,1,2,6801,5503,3924,,743,5505,20271.0,5280,5427,2647,8,69
